Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb)
2023-05-29 18:00:00,20.128,62.938,19.222,41.128,60.282
2023-05-29 19:00:00,32.285,106.452,35.63,50.01,85.68
2023-05-29 20:00:00,31.625,114.048,72.715,48.772,121.342
2023-05-29 21:00:00,33.183,197.358,142.022,45.7,187.608
2023-05-29 22:00:00,31.59,192.605,152.098,38.83,191.222
2023-05-29 23:00:00,29.125,97.502,21.095,31.892,52.93
2023-05-30 00:00:00,20.952,66.495,28.562,40.21,68.782
2023-05-30 01:00:00,22.495,70.835,22.43,36.745,59.178
2023-05-30 02:00:00,21.635,65.558,14.832,32.465,47.342
2023-05-30 03:00:00,24.72,57.018,22.695,31.165,53.825
2023-05-30 04:00:00,20.965,71.06,37.768,32.838,70.582
2023-05-30 05:00:00,23.99,97.65,55.808,29.325,85.162
2023-05-30 06:00:00,26.468,81.662,23.558,26.49,50.058
2023-05-30 07:00:00,38.015,104.082,19.308,24.865,44.18
2023-05-30 08:00:00,41.92,106.55,16.465,31.672,48.138
2023-05-30 09:00:00,40.515,108.245,9.01,31.048,40.075
2023-05-30 10:00:00,45.658,114.715,5.79,33.82,39.565
2023-05-30 11:00:00,40.912,115.202,5.335,34.342,39.732
2023-05-30 12:00:00,24.925,76.64,3.042,18.942,21.985
2023-05-30 13:00:00,10.37,47.248,1.805,17.765,19.575
2023-05-30 14:00:00,14.505,48.938,2.218,15.392,17.57
2023-05-30 15:00:00,14.745,54.908,2.068,17.922,20.022
2023-05-30 16:00:00,15.245,50.06,1.5,16.628,18.122
2023-05-30 17:00:00,11.785,60.02,3.872,26.438,30.288
2023-05-30 18:00:00,27.322,181.535,5.445,18.245,23.698
2023-05-30 19:00:00,15.803,65.287,6.158,26.318,32.448
2023-05-30 20:00:00,3.587,10.29,18.002,33.83,51.752
2023-05-30 21:00:00,9.49,59.308,32.38,34.09,66.555
2023-05-30 22:00:00,18.332,60.752,9.258,27.725,36.985
2023-05-30 23:00:00,21.818,55.242,16.528,29.228,45.758
2023-05-31 00:00:00,15.248,69.825,55.832,28.745,84.545
2023-05-31 01:00:00,32.35,105.02,29.35,25.37,54.698
2023-05-31 02:00:00,46.395,146.388,13.76,18.765,32.578
2023-05-31 03:00:00,16.87,75.12,15.178,20.52,35.69
2023-05-31 04:00:00,7.13,23.45,11.955,16.225,28.218
2023-05-31 05:00:00,2.785,2.34,8.64,21.692,30.322
2023-05-31 06:00:00,14.588,32.965,15.872,21.178,37.05
2023-05-31 07:00:00,20.8,39.318,19.07,22.195,41.268
2023-05-31 08:00:00,20.978,47.55,9.908,17.095,27.0
2023-05-31 09:00:00,26.372,58.005,19.765,20.055,39.808
2023-05-31 10:00:00,17.265,43.075,10.102,18.898,28.992
2023-05-31 11:00:00,16.418,41.08,14.545,25.662,40.205
2023-05-31 12:00:00,24.408,62.682,9.585,20.742,30.342
2023-05-31 13:00:00,20.072,50.825,12.678,21.318,33.972
2023-05-31 14:00:00,3.373,26.375,23.785,26.318,50.025
2023-05-31 15:00:00,14.26,48.52,5.988,16.518,22.482
2023-05-31 16:00:00,7.145,34.18,11.152,26.275,37.445
2023-05-31 17:00:00,21.485,60.858,7.302,21.938,29.218
2023-05-31 18:00:00,2.615,22.932,22.75,34.45,56.15
2023-05-31 19:00:00,1.17,38.848,44.485,36.683,79.99
2023-05-31 20:00:00,14.525,70.642,75.09,38.22,113.325
2023-05-31 21:00:00,18.225,87.773,62.135,39.968,102.04
2023-05-31 22:00:00,26.882,100.5,50.21,38.308,88.578
2023-05-31 23:00:00,32.31,95.258,73.185,36.772,109.865
2023-06-01 00:00:00,29.005,100.935,76.525,35.24,111.868
2023-06-01 01:00:00,36.15,97.988,40.148,32.3,72.485
2023-06-01 02:00:00,31.79,84.76,31.36,30.995,62.378
2023-06-01 03:00:00,24.35,82.47,34.195,27.045,61.228
2023-06-01 04:00:00,26.71,78.002,37.47,26.272,63.74
2023-06-01 05:00:00,32.885,97.505,49.032,22.63,71.712
2023-06-01 06:00:00,54.868,121.065,23.315,21.722,45.012
2023-06-01 07:00:00,24.73,54.478,18.74,22.61,41.368
2023-06-01 08:00:00,27.505,56.73,11.912,20.33,32.245
2023-06-01 09:00:00,47.045,84.098,23.562,23.732,47.22
2023-06-01 10:00:00,10.212,35.62,21.62,27.48,49.158
2023-06-01 11:00:00,19.358,55.358,10.042,24.48,34.54
2023-06-01 12:00:00,72.91,571.415,5.08,29.478,34.54
2023-06-01 13:00:00,41.815,81.235,1.93,30.062,32.01
2023-06-01 14:00:00,37.975,74.982,1.748,30.56,32.295
2023-06-01 15:00:00,24.812,69.77,4.05,30.34,34.405
2023-06-01 16:00:00,32.255,75.162,1.538,25.928,27.458
2023-06-01 17:00:00,43.375,71.298,3.288,28.618,31.882
2023-06-01 18:00:00,28.41,56.618,5.672,31.498,37.188
2023-06-01 19:00:00,27.345,59.34,9.72,43.752,53.462
2023-06-01 20:00:00,20.562,66.23,40.93,48.455,89.385
2023-06-01 21:00:00,23.725,91.792,22.08,45.055,67.14
2023-06-01 22:00:00,39.428,108.728,13.148,33.628,46.795
2023-06-01 23:00:00,38.618,95.815,27.0,34.182,61.155
2023-06-02 00:00:00,37.358,107.938,26.868,33.278,60.172
2023-06-02 01:00:00,47.912,107.825,13.485,29.222,42.715
2023-06-02 02:00:00,47.25,88.53,8.995,31.263,40.255
2023-06-02 03:00:00,44.042,87.915,10.745,27.712,38.462
2023-06-02 04:00:00,74.955,145.012,8.865,25.7,34.592
2023-06-02 05:00:00,46.778,121.692,14.465,26.51,40.94
2023-06-02 06:00:00,50.195,118.67,23.592,26.378,49.975
2023-06-02 07:00:00,15.002,50.678,20.228,24.475,44.7
2023-06-02 08:00:00,7.95,19.58,9.282,19.968,29.358
2023-06-02 09:00:00,20.398,55.038,7.508,21.978,29.988
2023-06-02 10:00:00,33.888,66.448,5.812,24.705,30.53
2023-06-02 11:00:00,16.635,111.522,2.86,29.588,32.458
2023-06-02 12:00:00,25.91,81.06,2.022,22.648,24.665
2023-06-02 13:00:00,29.888,68.208,3.122,19.422,22.548
2023-06-02 14:00:00,18.29,53.545,2.852,18.868,21.702
2023-06-02 15:00:00,16.44,47.985,2.802,17.888,20.685
2023-06-02 16:00:00,9.118,52.472,3.432,21.532,24.965
2023-06-02 17:00:00,17.952,69.205,4.632,24.392,29.025
2023-06-02 18:00:00,29.148,71.22,16.505,37.938,54.392
2023-06-02 19:00:00,47.148,105.435,24.95,44.95,69.945
2023-06-02 20:00:00,26.94,82.598,12.478,38.648,51.09
2023-06-02 21:00:00,26.462,99.625,13.32,40.54,53.865
2023-06-02 22:00:00,31.088,104.758,40.43,40.515,80.885
2023-06-02 23:00:00,30.518,121.878,42.692,39.925,82.632
2023-06-03 00:00:00,40.055,107.3,49.268,36.34,85.598
2023-06-03 01:00:00,42.26,136.483,107.332,32.288,139.602
2023-06-03 02:00:00,52.578,209.77,105.255,26.38,131.632
2023-06-03 03:00:00,67.848,278.595,148.218,17.332,165.522
2023-06-03 04:00:00,62.96,270.955,234.225,8.353,242.395
2023-06-03 05:00:00,68.44,331.092,140.055,21.05,161.312
2023-06-03 06:00:00,56.142,148.45,46.81,31.38,78.258
2023-06-03 07:00:00,45.288,104.602,32.435,32.695,65.095
2023-06-03 08:00:00,52.465,102.572,15.868,22.142,38.08
2023-06-03 09:00:00,43.253,87.712,12.125,21.72,33.835
2023-06-03 10:00:00,31.55,93.598,8.72,19.948,28.682
2023-06-03 11:00:00,35.228,101.688,10.552,21.745,32.29
2023-06-03 12:00:00,25.185,65.952,12.05,22.575,34.708
2023-06-03 13:00:00,23.162,62.888,5.308,15.872,21.065
2023-06-03 14:00:00,15.887,35.28,5.16,19.452,24.63
2023-06-03 15:00:00,10.595,40.512,3.612,17.5,21.102
2023-06-03 16:00:00,14.435,49.592,4.258,24.09,28.328
2023-06-03 17:00:00,26.712,61.255,2.845,26.532,29.28
2023-06-03 18:00:00,28.495,64.48,10.305,42.752,52.988
2023-06-03 19:00:00,33.805,75.05,28.282,54.842,82.982
2023-06-03 20:00:00,8.27,62.32,45.08,51.022,96.165
2023-06-03 21:00:00,38.718,128.562,148.58,47.155,195.902
2023-06-03 22:00:00,52.85,181.875,140.065,44.088,183.958
2023-06-03 23:00:00,50.008,184.945,66.852,45.468,115.985
2023-06-04 00:00:00,48.128,255.855,88.308,45.562,136.54
2023-06-04 01:00:00,75.3,229.438,110.868,44.352,155.408
2023-06-04 02:00:00,82.02,205.56,129.44,44.1,173.555
2023-06-04 03:00:00,99.985,261.7,61.012,32.98,93.842
2023-06-04 04:00:00,127.922,245.078,29.632,29.535,59.142
2023-06-04 05:00:00,95.815,156.61,43.828,29.66,73.532
2023-06-04 06:00:00,48.758,123.912,32.452,25.068,57.485
2023-06-04 07:00:00,43.01,81.578,43.135,27.77,70.895
2023-06-04 08:00:00,38.388,102.078,20.055,24.928,44.97
2023-06-04 09:00:00,61.412,130.4,18.592,26.542,45.135
2023-06-04 10:00:00,43.212,103.83,11.852,21.655,33.488
2023-06-04 11:00:00,38.278,90.95,7.55,22.27,29.81
2023-06-04 12:00:00,40.278,96.37,5.13,27.572,32.748
2023-06-04 13:00:00,43.832,119.75,5.485,31.465,36.898
2023-06-04 14:00:00,47.438,120.855,2.265,34.928,37.208
2023-06-04 15:00:00,57.175,139.158,2.078,30.412,32.508
2023-06-04 16:00:00,48.218,132.763,9.162,43.802,52.965
2023-06-04 17:00:00,48.69,121.282,6.19,37.732,43.892
2023-06-04 18:00:00,44.222,109.318,10.053,40.062,50.162
2023-06-04 19:00:00,43.278,127.195,5.728,41.262,46.958
2023-06-04 20:00:00,41.838,124.078,4.335,33.435,37.782
2023-06-04 21:00:00,40.885,128.202,2.172,33.265,35.42
2023-06-04 22:00:00,56.282,143.792,5.783,38.558,44.345
2023-06-04 23:00:00,68.925,193.185,4.11,35.332,39.458
2023-06-05 00:00:00,80.852,188.448,4.498,33.24,37.73
2023-06-05 01:00:00,54.33,135.412,13.792,33.222,47.005
2023-06-05 02:00:00,13.61,90.562,12.858,30.012,42.855
2023-06-05 03:00:00,33.622,111.518,8.935,25.542,34.485
2023-06-05 04:00:00,36.532,119.47,10.285,24.422,34.69
2023-06-05 05:00:00,41.85,104.995,5.272,20.415,25.695
2023-06-05 06:00:00,53.29,129.923,14.288,23.42,37.728
2023-06-05 07:00:00,55.338,132.962,16.328,26.52,42.852
2023-06-05 08:00:00,65.148,142.635,10.802,24.072,34.865
2023-06-05 09:00:00,44.402,116.765,5.565,23.525,29.085
2023-06-05 10:00:00,37.915,89.975,3.982,25.232,29.215
2023-06-05 11:00:00,34.152,88.902,1.525,18.485,20.002
2023-06-05 12:00:00,48.51,94.588,1.845,22.638,24.485
2023-06-05 13:00:00,45.288,92.23,5.732,20.062,25.792
2023-06-05 14:00:00,45.608,86.785,4.132,17.108,21.235
2023-06-05 15:00:00,46.962,100.61,5.168,16.912,22.068
2023-06-05 16:00:00,49.538,85.922,5.01,15.032,20.048
2023-06-05 17:00:00,16.79,52.79,5.652,21.72,27.412
2023-06-05 18:00:00,11.75,48.045,7.808,32.138,39.955
2023-06-05 19:00:00,33.822,92.192,22.708,46.485,69.268
2023-06-05 20:00:00,29.455,134.94,169.978,34.218,204.528
2023-06-05 21:00:00,69.68,518.28,391.882,16.938,408.948
2023-06-05 22:00:00,75.37,599.73,425.283,6.51,432.43
2023-06-05 23:00:00,88.68,573.725,306.663,20.153,326.773
2023-06-06 00:00:00,54.97,209.672,83.04,22.388,105.235
2023-06-06 01:00:00,21.102,49.882,56.078,21.638,77.72
2023-06-06 02:00:00,20.228,54.615,48.312,21.665,69.972
2023-06-06 03:00:00,18.672,72.072,40.302,20.372,60.668
2023-06-06 04:00:00,26.328,66.428,59.588,27.062,86.658
2023-06-06 05:00:00,23.588,95.652,71.015,26.345,97.348
2023-06-06 06:00:00,24.242,86.08,40.218,23.035,63.242
2023-06-06 07:00:00,15.412,42.03,40.43,27.772,68.25
2023-06-06 08:00:00,25.445,73.102,35.922,28.282,64.145
2023-06-06 09:00:00,30.848,78.015,31.278,26.48,57.74
2023-06-06 10:00:00,26.552,101.168,22.64,25.958,48.6
2023-06-06 11:00:00,38.218,107.065,18.242,21.032,39.272
2023-06-06 12:00:00,46.585,90.958,13.322,15.898,29.212
2023-06-06 13:00:00,43.162,85.122,11.655,20.37,32.002
2023-06-06 14:00:00,29.55,75.395,11.215,21.898,33.122
2023-06-06 15:00:00,25.322,76.298,8.698,20.158,28.862
2023-06-06 16:00:00,39.852,98.722,9.545,26.185,35.742
2023-06-06 17:00:00,36.295,94.69,6.81,30.812,37.638
2023-06-06 18:00:00,40.21,99.408,9.032,33.782,42.822
2023-06-06 19:00:00,59.675,477.552,20.16,29.275,49.4
2023-06-06 20:00:00,72.505,741.408,27.9,28.818,56.732
2023-06-06 21:00:00,65.18,647.138,11.642,20.365,31.985
2023-06-06 22:00:00,100.335,831.455,9.12,19.098,28.215
2023-06-06 23:00:00,94.45,922.14,8.648,15.268,23.91
2023-06-07 00:00:00,78.6,813.83,11.305,20.688,32.015
2023-06-07 01:00:00,73.835,607.81,10.755,26.385,37.14
2023-06-07 02:00:00,56.752,479.028,22.422,30.995,53.402
2023-06-07 03:00:00,52.385,306.1,13.515,25.892,39.428
2023-06-07 04:00:00,45.482,277.28,8.668,18.962,27.598
2023-06-07 05:00:00,60.038,254.755,9.7,18.775,28.482
2023-06-07 06:00:00,53.98,374.188,31.588,18.872,50.49
2023-06-07 07:00:00,30.978,341.018,27.945,17.93,45.87
2023-06-07 08:00:00,40.26,268.955,37.802,17.842,55.64
2023-06-07 09:00:00,47.728,256.358,23.76,18.715,42.478
2023-06-07 10:00:00,43.872,227.908,13.07,16.323,29.372
2023-06-07 11:00:00,42.558,195.77,11.008,16.84,27.83
2023-06-07 12:00:00,35.648,167.738,9.542,16.408,25.97
2023-06-07 13:00:00,21.025,183.798,8.19,16.765,24.938
2023-06-07 14:00:00,24.325,176.33,7.732,17.065,24.82
2023-06-07 15:00:00,27.445,172.862,6.472,17.162,23.612
2023-06-07 16:00:00,20.29,126.992,6.632,20.172,26.81
2023-06-07 17:00:00,34.865,86.535,6.09,23.85,29.985
2023-06-07 18:00:00,58.355,87.452,4.748,26.232,30.952
2023-06-07 19:00:00,60.48,104.71,4.955,31.558,36.525
2023-06-07 20:00:00,56.53,139.99,4.682,31.252,35.93
2023-06-07 21:00:00,50.875,114.025,8.34,35.168,43.548
2023-06-07 22:00:00,55.668,137.55,38.328,42.61,80.915
2023-06-07 23:00:00,68.098,178.495,37.295,38.0,75.315
2023-06-08 00:00:00,65.365,168.992,66.455,38.85,105.35
2023-06-08 01:00:00,47.568,132.115,25.745,36.528,62.222
2023-06-08 02:00:00,44.862,132.31,90.12,34.538,124.862
2023-06-08 03:00:00,53.298,214.34,210.568,22.082,232.675
2023-06-08 04:00:00,49.545,160.788,63.268,22.958,85.982
2023-06-08 05:00:00,31.89,86.245,47.548,28.755,76.325
2023-06-08 06:00:00,51.92,134.582,64.45,30.805,95.28
2023-06-08 07:00:00,69.305,193.26,42.155,35.278,77.415
2023-06-08 08:00:00,114.885,243.822,28.452,33.53,61.958
2023-06-08 09:00:00,104.278,225.268,20.248,32.998,53.21
2023-06-08 10:00:00,70.938,157.44,12.948,27.0,39.933
2023-06-08 11:00:00,38.848,89.19,4.032,28.328,32.358
2023-06-08 12:00:00,58.872,120.638,2.883,18.63,21.502
2023-06-08 13:00:00,81.512,142.568,4.988,12.058,17.057
2023-06-08 14:00:00,82.688,168.528,7.665,17.93,25.6
2023-06-08 15:00:00,78.942,166.742,9.41,18.56,27.962
2023-06-08 16:00:00,75.015,172.59,11.47,21.922,33.408
2023-06-08 17:00:00,66.392,186.642,13.115,27.062,40.198
2023-06-08 18:00:00,43.548,122.23,12.248,32.693,44.955
2023-06-08 19:00:00,9.61,65.465,12.33,37.115,49.455
2023-06-08 20:00:00,7.635,16.482,18.762,45.595,64.36
2023-06-08 21:00:00,5.66,16.82,30.05,51.39,81.448
2023-06-08 22:00:00,3.685,39.51,13.375,39.462,52.808
2023-06-08 23:00:00,1.71,72.375,11.24,38.422,49.69
2023-06-09 00:00:00,15.73,154.508,119.118,39.085,158.302
2023-06-09 01:00:00,32.53,243.05,84.03,37.532,121.53
2023-06-09 02:00:00,80.668,239.312,30.722,31.11,61.785
2023-06-09 03:00:00,93.102,175.992,37.265,29.015,66.23
2023-06-09 04:00:00,81.138,148.128,22.525,21.532,44.058
2023-06-09 05:00:00,72.69,138.992,30.202,18.228,48.415
2023-06-09 06:00:00,73.872,132.61,24.65,14.148,38.808
2023-06-09 07:00:00,75.595,154.858,29.028,15.585,44.645
2023-06-09 08:00:00,85.88,174.38,30.325,14.195,44.5
2023-06-09 09:00:00,88.72,180.47,42.89,12.192,55.12
2023-06-09 10:00:00,103.808,223.87,58.6,11.34,69.93
2023-06-09 11:00:00,92.659,198.758,118.545,13.238,0.0
2023-06-09 12:00:00,81.51,173.645,178.49,15.137,44.458
2023-06-09 13:00:00,71.838,92.788,10.845,17.035,25.855
2023-06-09 14:00:00,62.167,11.93,6.972,20.445,27.428
2023-06-09 15:00:00,52.495,41.825,7.972,16.76,24.725
2023-06-09 16:00:00,42.823,26.158,8.952,22.03,30.98
2023-06-09 17:00:00,33.152,24.612,12.028,16.705,28.67
2023-06-09 18:00:00,23.48,37.213,43.995,25.632,69.628
2023-06-09 19:00:00,13.808,48.855,45.07,23.865,68.977
2023-06-09 20:00:00,4.137,41.855,35.305,21.258,56.575
2023-06-09 21:00:00,7.333,51.332,25.39,22.125,48.258
2023-06-09 22:00:00,10.528,19.122,17.965,21.952,40.922
2023-06-09 23:00:00,13.724,38.068,18.15,24.3,42.102
2023-06-10 00:00:00,16.92,50.22,19.385,25.22,44.598
2023-06-10 01:00:00,9.295,56.762,26.7,26.575,53.29
2023-06-10 02:00:00,27.308,88.218,16.988,24.91,41.888
2023-06-10 03:00:00,23.105,87.212,41.8,25.16,66.952
2023-06-10 04:00:00,8.312,67.458,19.975,22.458,42.448
2023-06-10 05:00:00,13.922,70.258,71.002,21.722,92.82
2023-06-10 06:00:00,16.515,90.268,50.262,19.912,70.1
2023-06-10 07:00:00,13.022,106.128,65.095,18.298,83.405
2023-06-10 08:00:00,24.808,116.588,51.595,16.5,68.088
2023-06-10 09:00:00,29.508,137.978,33.662,17.478,51.12
2023-06-10 10:00:00,28.042,163.705,18.928,12.2,31.08
2023-06-10 11:00:00,30.98,168.448,20.53,17.292,37.838
2023-06-10 12:00:00,39.492,158.79,13.498,12.575,26.058
2023-06-10 13:00:00,30.692,130.178,12.885,12.23,25.125
2023-06-10 14:00:00,19.402,123.598,15.145,14.58,29.73
2023-06-10 15:00:00,15.12,164.988,11.935,14.658,26.595
2023-06-10 16:00:00,24.508,112.985,16.0,14.868,30.86
2023-06-10 17:00:00,39.238,229.242,16.488,20.535,37.03
2023-06-10 18:00:00,27.695,152.098,11.938,25.732,37.71
2023-06-10 19:00:00,25.265,97.472,17.402,29.12,46.495
2023-06-10 20:00:00,23.318,92.8,9.842,21.788,31.605
2023-06-10 21:00:00,19.755,89.405,11.42,21.245,32.69
2023-06-10 22:00:00,17.288,95.365,18.495,28.698,47.188
2023-06-10 23:00:00,28.502,110.372,30.335,25.72,56.075
2023-06-11 00:00:00,21.96,109.872,33.85,23.038,56.845
2023-06-11 01:00:00,32.355,135.705,13.51,10.705,24.21
2023-06-11 02:00:00,11.532,61.218,9.502,7.462,16.955
2023-06-11 03:00:00,14.102,67.285,8.275,8.65,16.935
2023-06-11 04:00:00,13.988,60.945,8.12,18.158,26.27
2023-06-11 05:00:00,29.57,74.192,9.412,15.798,25.285
2023-06-11 06:00:00,27.32,80.94,22.925,23.868,46.728
2023-06-11 07:00:00,23.15,86.812,20.535,18.815,39.375
2023-06-11 08:00:00,23.935,91.55,16.84,15.162,31.972
2023-06-11 09:00:00,32.562,87.195,14.248,17.635,31.885
2023-06-11 10:00:00,25.922,66.868,7.492,13.398,20.895
2023-06-11 11:00:00,34.352,70.95,6.878,16.935,23.802
2023-06-11 12:00:00,30.868,82.558,5.802,13.558,19.37
2023-06-11 13:00:00,16.452,127.302,6.5,11.852,18.34
2023-06-11 14:00:00,16.295,166.17,5.418,13.278,18.715
2023-06-11 15:00:00,20.812,156.152,4.458,11.858,16.292
2023-06-11 16:00:00,22.105,151.733,6.852,19.865,26.73
2023-06-11 17:00:00,27.808,169.82,6.742,25.7,32.452
2023-06-11 18:00:00,28.815,197.78,9.295,24.622,33.912
2023-06-11 19:00:00,27.968,158.478,9.6,29.532,39.158
2023-06-11 20:00:00,28.282,165.218,9.378,33.418,42.795
2023-06-11 21:00:00,29.185,184.275,9.842,33.755,43.618
2023-06-11 22:00:00,30.012,185.522,8.482,33.62,42.08
2023-06-11 23:00:00,32.602,178.668,9.945,32.197,42.13
2023-06-12 00:00:00,33.372,167.578,10.31,32.975,43.285
2023-06-12 01:00:00,53.458,207.078,7.962,30.028,37.978
2023-06-12 02:00:00,50.438,182.618,7.172,22.518,29.675
2023-06-12 03:00:00,23.63,163.578,6.203,20.515,26.722
2023-06-12 04:00:00,20.085,121.258,5.595,18.822,24.412
2023-06-12 05:00:00,21.592,97.172,7.703,22.542,30.26
2023-06-12 06:00:00,48.352,144.105,11.288,25.938,37.232
2023-06-12 07:00:00,34.385,128.822,11.312,27.328,38.66
2023-06-12 08:00:00,37.772,130.048,12.555,27.212,39.78
2023-06-12 09:00:00,40.535,114.282,7.668,23.682,31.355
2023-06-12 10:00:00,32.132,118.315,6.142,17.82,23.965
2023-06-12 11:00:00,29.178,162.818,6.252,17.307,23.562
2023-06-12 12:00:00,23.0,177.185,5.972,16.04,22.0
2023-06-12 13:00:00,21.742,189.35,6.318,16.872,23.188
2023-06-12 14:00:00,22.67,171.86,7.815,17.275,25.115
2023-06-12 15:00:00,17.912,152.295,8.835,14.422,23.272
2023-06-12 16:00:00,24.492,167.89,7.702,17.418,25.115
2023-06-12 17:00:00,29.462,188.795,7.345,23.69,31.018
2023-06-12 18:00:00,26.29,182.688,9.695,32.11,41.745
2023-06-12 19:00:00,37.69,189.582,24.235,39.53,63.742
2023-06-12 20:00:00,29.98,199.34,17.745,37.78,55.535
2023-06-12 21:00:00,43.1,199.63,28.07,40.58,68.36
2023-06-12 22:00:00,41.573,195.542,26.779,38.401,64.912
2023-06-12 23:00:00,40.045,191.455,25.488,36.222,61.463
2023-06-13 00:00:00,38.518,187.368,24.197,34.043,58.015
2023-06-13 01:00:00,36.991,183.28,22.906,31.865,54.566
2023-06-13 02:00:00,35.463,179.192,21.615,29.686,51.118
2023-06-13 03:00:00,33.936,175.105,20.324,27.507,47.669
2023-06-13 04:00:00,32.409,171.017,19.033,25.328,44.221
2023-06-13 05:00:00,30.882,166.93,17.742,23.149,40.772
2023-06-13 06:00:00,29.354,162.842,16.451,20.97,37.324
2023-06-13 07:00:00,27.827,158.755,15.16,18.792,33.875
2023-06-13 08:00:00,26.3,154.668,13.869,16.613,30.427
2023-06-13 09:00:00,24.772,150.58,12.578,14.434,26.978
2023-06-13 10:00:00,23.245,146.492,11.288,12.255,23.53
2023-06-13 11:00:00,18.965,130.845,11.342,12.895,24.252
2023-06-13 12:00:00,18.142,128.502,10.755,11.788,22.542
2023-06-13 13:00:00,17.298,136.722,10.43,11.405,21.83
2023-06-13 14:00:00,22.835,144.805,9.338,11.605,20.942
2023-06-13 15:00:00,22.152,194.85,8.378,9.348,17.738
2023-06-13 16:00:00,23.62,240.768,9.95,12.412,22.318
2023-06-13 17:00:00,36.14,263.562,12.732,16.39,29.105
2023-06-13 18:00:00,35.805,257.448,13.448,19.752,33.238
2023-06-13 19:00:00,40.792,232.535,11.732,18.968,30.708
2023-06-13 20:00:00,35.065,188.232,10.508,19.61,30.102
2023-06-13 21:00:00,34.39,144.932,26.638,22.06,48.695
2023-06-13 22:00:00,36.632,217.91,15.84,16.558,32.41
2023-06-13 23:00:00,26.14,137.152,21.172,15.052,36.198
2023-06-14 00:00:00,37.362,184.778,15.1,14.618,29.75
2023-06-14 01:00:00,30.755,201.47,10.362,21.24,31.595
2023-06-14 02:00:00,26.612,152.155,8.422,22.918,31.36
2023-06-14 03:00:00,27.628,172.965,16.05,24.09,40.128
2023-06-14 04:00:00,45.845,173.318,8.862,18.605,27.47
2023-06-14 05:00:00,49.898,185.628,9.762,19.29,29.052
2023-06-14 06:00:00,31.92,199.732,25.23,17.22,42.372
2023-06-14 07:00:00,32.885,193.262,19.29,12.512,31.875
2023-06-14 08:00:00,27.082,135.455,21.615,9.99,31.595
2023-06-14 09:00:00,23.468,145.915,16.14,10.12,26.282
2023-06-14 10:00:00,19.26,144.06,13.892,8.985,22.88
2023-06-14 11:00:00,17.935,132.302,11.885,8.235,20.118
2023-06-14 12:00:00,28.62,145.588,10.85,8.078,18.928
2023-06-14 13:00:00,22.845,149.452,12.332,9.66,22.0
2023-06-14 14:00:00,20.925,169.41,11.5,11.202,22.712
2023-06-14 15:00:00,14.492,158.938,11.905,10.78,22.692
2023-06-14 16:00:00,19.678,145.688,10.208,10.362,20.572
2023-06-14 17:00:00,24.528,131.738,10.54,11.522,22.062
2023-06-14 18:00:00,18.538,110.4,14.895,16.178,31.05
2023-06-14 19:00:00,24.84,126.92,12.27,16.765,29.022
2023-06-14 20:00:00,21.832,138.828,22.735,18.005,40.86
2023-06-14 21:00:00,30.742,174.968,15.808,12.745,28.58
2023-06-14 22:00:00,18.162,98.675,11.968,13.51,25.472
2023-06-14 23:00:00,11.25,99.668,13.49,21.012,34.485
2023-06-15 00:00:00,16.697,89.265,36.64,26.305,62.94
2023-06-15 01:00:00,21.612,121.572,13.742,21.808,35.555
2023-06-15 02:00:00,23.82,116.335,32.102,23.455,55.522
2023-06-15 03:00:00,18.315,127.828,38.295,23.168,61.445
2023-06-15 04:00:00,26.798,138.818,30.07,19.35,49.448
2023-06-15 05:00:00,15.44,144.092,32.5,18.422,50.952
2023-06-15 06:00:00,16.198,131.235,58.998,15.142,74.145
2023-06-15 07:00:00,16.668,109.732,22.355,9.81,32.118
2023-06-15 08:00:00,29.058,133.875,21.88,8.255,30.188
2023-06-15 09:00:00,29.702,152.14,16.555,12.438,28.988
2023-06-15 10:00:00,31.898,154.992,11.598,9.11,20.712
2023-06-15 11:00:00,36.342,195.278,13.29,12.87,26.155
2023-06-15 12:00:00,34.83,193.672,10.278,13.252,23.525
2023-06-15 13:00:00,31.13,153.71,9.39,13.508,22.902
2023-06-15 14:00:00,17.7,136.182,11.192,13.9,25.11
2023-06-15 15:00:00,18.33,107.74,11.245,11.555,22.795
2023-06-15 16:00:00,23.77,158.445,12.608,14.378,26.985
2023-06-15 17:00:00,25.125,121.03,13.322,15.208,28.53
2023-06-15 18:00:00,19.548,99.648,12.572,22.858,35.438
2023-06-15 19:00:00,24.142,95.092,12.165,21.888,34.028
2023-06-15 20:00:00,24.528,95.17,10.648,27.572,38.218
2023-06-15 21:00:00,13.498,140.13,13.502,30.775,44.252
2023-06-15 22:00:00,18.155,110.715,14.192,31.955,46.168
2023-06-15 23:00:00,22.302,84.888,17.798,27.105,44.89
2023-06-16 00:00:00,23.788,79.812,15.385,24.928,40.352
2023-06-16 01:00:00,18.868,75.97,8.113,16.445,24.56
2023-06-16 02:00:00,18.158,114.62,8.232,22.93,31.152
2023-06-16 03:00:00,31.628,172.145,9.578,27.455,37.02
2023-06-16 04:00:00,46.53,142.102,18.822,24.592,43.42
2023-06-16 05:00:00,60.488,154.76,27.702,25.725,53.428
2023-06-16 06:00:00,29.205,104.995,19.012,22.695,41.73
2023-06-16 07:00:00,23.928,85.225,37.112,26.495,63.54
